uid,observed_on,place_guess,description,tags,timestamp,lat,lon,photo_url,name,image_path
196027343,2018/06/21 06:43,"Key Center, United States",,,2018-06-21,47.35287057625413,-122.72932467863059,https://inaturalist-open-data.s3.amazonaws.com/photos/345010862/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196027343-2018-06-21.jpg
196019305,2023/12/30 07:36,"Darrington, United States",,,2023-12-30,48.18269942291187,-121.22428197323767,https://inaturalist-open-data.s3.amazonaws.com/photos/344998245/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196019305-2023-12-30.jpg
196019304,2023/12/30 07:36,"Wilderness Rim, United States",,,2023-12-30,47.247236084448446,-121.55302900321209,https://inaturalist-open-data.s3.amazonaws.com/photos/344998253/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196019304-2023-12-30.jpg
196004570,2024-01-07 13:15:45+08:00,"Orting, United States",,,2024-01-07,47.033340254219674,-122.1996919843235,https://inaturalist-open-data.s3.amazonaws.com/photos/344971713/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196004570-2024-01-07.jpg
196002202,2020-07-02 09:03:01+10:00,"Arlington, United States",,,2020-07-02,48.190026747056244,-122.14209789208431,https://inaturalist-open-data.s3.amazonaws.com/photos/344966822/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196002202-2020-07-02.jpg
196002195,2020-07-02 19:06:42+10:00,"Cle Elum, United States",,,2020-07-02,47.014233578533464,-121.16346485742068,https://inaturalist-open-data.s3.amazonaws.com/photos/344966799/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196002195-2020-07-02.jpg
195994561,2023-12-08 11:26:29,"Darrington, United States",,,2023-12-08,48.20521386778393,-121.58502538926984,https://static.inaturalist.org/photos/344950538/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195994561-2023-12-08.jpg
195992226,2024-01-07 08:41:46,"Wauna, United States",,,2024-01-07,47.388070397575994,-122.66972687898301,https://static.inaturalist.org/photos/344945979/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195992226-2024-01-07.jpg
195989196,2024-01-07 09:05:06,"North Bend, United States",,,2024-01-07,47.49264675631994,-121.77335336858731,https://static.inaturalist.org/photos/344940265/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195989196-2024-01-07.jpg
195987541,2024-01-07 08:43:24+05:30,"Elk Plain, United States",,,2024-01-07,47.065101714065946,-122.3682350338957,https://static.inaturalist.org/photos/344936643/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195987541-2024-01-07.jpg
195979054,2024/01/06 4:33 PM,"Wilderness Rim, United States","approximate location

this is either a lost or dumped dog. It was seen running around without any owner. I don't know if this counts as captive or not, so please mark it as such if it does!",,2024-01-06,47.12749752678596,-121.49981215720031,https://static.inaturalist.org/photos/344918444/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195979054-2024-01-06.jpg
195974344,2024-01-01 15:29:24-08:00,"Enumclaw, United States",,,2024-01-01,46.982010778061706,-121.59055666452589,https://inaturalist-open-data.s3.amazonaws.com/photos/344910373/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195974344-2024-01-01.jpg
195964120,2023-11-11 12:05:43,"Anacortes, United States",Dig skull with bullet hole,,2023-11-11,48.492329047168425,-122.52339264404291,https://static.inaturalist.org/photos/344889111/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195964120-2023-11-11.jpg
195947933,2024/01/05 10:58 AM,"Three Lakes, United States",,,2024-01-05,47.94967490669772,-121.96211152271009,https://inaturalist-open-data.s3.amazonaws.com/photos/344855414/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195947933-2024-01-05.jpg
195937822,2022-01-01 19:46:24,"Tacoma, United States",,,2022-01-01,47.22837812472647,-122.45450586899419,https://inaturalist-open-data.s3.amazonaws.com/photos/344837109/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195937822-2022-01-01.jpg
195912932,2023/05/12 6:38 AM,"Cle Elum, United States",,,2023-05-12,47.418436310359205,-121.10562304962436,https://inaturalist-open-data.s3.amazonaws.com/photos/344787236/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195912932-2023-05-12.jpg
195892680,2024-01-06 09:02:31,"Friday Harbor, United States",,,2024-01-06,48.64798897386876,-122.86318503519603,https://static.inaturalist.org/photos/344748221/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195892680-2024-01-06.jpg
195881214,2023-12-15 22:45:00+10:00,"Shelton, United States",,,2023-12-15,47.27934910132202,-122.9784396360235,https://static.inaturalist.org/photos/344721751/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195881214-2023-12-15.jpg
195860833,2023-12-27 17:57:51+10:00,"Friday Harbor, United States",,,2023-12-27,48.508004940400156,-122.91552828769836,https://inaturalist-open-data.s3.amazonaws.com/photos/344680254/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195860833-2023-12-27.jpg
195860201,2024-01-05 14:51:31-05:00,"Leavenworth, United States",,,2024-01-05,47.862168127782624,-121.0970454337343,https://inaturalist-open-data.s3.amazonaws.com/photos/344678347/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195860201-2024-01-05.jpg
195839782,2024-01-05 16:53:04+05:30,"Geneva, United States",KM beach,,2024-01-05,48.72841773355831,-122.38527443299776,https://static.inaturalist.org/photos/344637604/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195839782-2024-01-05.jpg
195839290,2024-01-05 17:54:43+05:30,"Cle Elum, United States",NI beach,,2024-01-05,47.29093112105319,-121.15502140501796,https://static.inaturalist.org/photos/344636129/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195839290-2024-01-05.jpg
195835113,2020/08/23 5:37 AM,"Enumclaw, United States",,,2020-08-23,47.22152389526487,-121.92125352664424,https://inaturalist-open-data.s3.amazonaws.com/photos/344626574/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195835113-2020-08-23.jpg
195835111,2019/08/16 4:01 PM,"Belfair, United States",,,2019-08-16,47.50142972488333,-123.04730154539803,https://inaturalist-open-data.s3.amazonaws.com/photos/344626550/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195835111-2019-08-16.jpg
195835110,2019/08/15 5:46 PM,"Lake Morton-Berrydale, United States",,,2019-08-15,47.32082742219198,-122.08183392754579,https://inaturalist-open-data.s3.amazonaws.com/photos/344626547/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195835110-2019-08-15.jpg
195835109,2019/07/19 9:02 PM,"Redmond, United States",,,2019-07-19,47.6719156328137,-122.127816490066,https://inaturalist-open-data.s3.amazonaws.com/photos/344626537/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195835109-2019-07-19.jpg
195835107,2021/01/11 9:39 AM,"Port Hadlock-Irondale, United States",,,2021-01-11,48.07041098440671,-122.81959925869972,https://inaturalist-open-data.s3.amazonaws.com/photos/344626517/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195835107-2021-01-11.jpg
195827115,2024-01-04 13:18:46+03:00,"Tumwater, United States",,,2024-01-04,46.965316860748224,-123.03171163837142,https://static.inaturalist.org/photos/344612527/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195827115-2024-01-04.jpg
195824842,2023-11-29 21:25:00,"Steilacoom, United States",,,2023-11-29,47.16668240445772,-122.57084576079538,https://static.inaturalist.org/photos/344608408/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195824842-2023-11-29.jpg
195797486,2024/01/03 11:10 AM,"Fircrest, United States",presumiblemente ferales,,2024-01-03,47.25834935878155,-122.53192618214577,https://inaturalist-open-data.s3.amazonaws.com/photos/344552079/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195797486-2024-01-03.jpg
195794576,2024-01-04 17:17:48,"Granite Falls, United States",,,2024-01-04,48.17800814060238,-121.94210387776513,https://static.inaturalist.org/photos/344545674/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195794576-2024-01-04.jpg
195792067,2024-01-04 16:04:06,"Tanner, United States",,,2024-01-04,47.47229501032028,-121.72214554783535,https://static.inaturalist.org/photos/344540377/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195792067-2024-01-04.jpg
195778622,2022/09/03 3:00 PM,"Sumner, United States",,,2022-09-03,47.18651210204175,-122.25446746671767,https://static.inaturalist.org/photos/344511622/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195778622-2022-09-03.jpg
195767361,2023-12-28 08:18:06,"Navy Yard City, United States",,,2023-12-28,47.53131558223095,-122.71765158674208,https://inaturalist-open-data.s3.amazonaws.com/photos/344584561/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195767361-2023-12-28.jpg
195758966,2024-01-04 16:58:53+01:00,"Belfair, United States",stray dog pack,,2024-01-04,47.47046863520531,-122.83750909800192,https://inaturalist-open-data.s3.amazonaws.com/photos/344474723/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195758966-2024-01-04.jpg
195756450,2023-12-17 13:41:09,"Woods Creek, United States",,,2023-12-17,47.87653147639925,-121.93035680008869,https://static.inaturalist.org/photos/344470033/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195756450-2023-12-17.jpg
195756406,2023-12-27 07:50:42,"Friday Harbor, United States",,,2023-12-27,48.730727111260094,-123.0362361073579,https://static.inaturalist.org/photos/344469933/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195756406-2023-12-27.jpg
195744883,2024-01-04 13:43:38,"Tanglewilde-Thompson Place, United States",,,2024-01-04,46.99740241830539,-122.78079967073238,https://inaturalist-open-data.s3.amazonaws.com/photos/344446514/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195744883-2024-01-04.jpg
195744129,2024-01-04 16:56:49+07:00,"Port Hadlock-Irondale, United States",,,2024-01-04,48.07554021310575,-122.94007549087738,https://inaturalist-open-data.s3.amazonaws.com/photos/344444867/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195744129-2024-01-04.jpg
195743435,2023/12/17 14:42,"Darrington, United States",,,2023-12-17,48.21456524479819,-121.294709314155,https://static.inaturalist.org/photos/344437880/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195743435-2023-12-17.jpg
195736168,2023/09/28 4:54 PM,"Friday Harbor, United States",,,2023-09-28,48.44957451577179,-123.00039836231649,https://inaturalist-open-data.s3.amazonaws.com/photos/344429350/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195736168-2023-09-28.jpg
195731219,2024-01-04 13:50:23,"Graham, United States",,,2024-01-04,47.01702524747178,-122.3403073445475,https://static.inaturalist.org/photos/344419803/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195731219-2024-01-04.jpg
195723497,2024/01/01 2:00 PM,"Arlington Heights, United States","Skull of what I think is a dog that someone decided to paint.  How it got to laying on a county road, I don't know.",,2024-01-01,48.30765940185681,-121.96289678624744,https://inaturalist-open-data.s3.amazonaws.com/photos/344403411/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/195723497-2024-01-01.jpg
